"from_station_id","to_station_id","fare_octo_adult","fare_octo_child","fare_octo_elderly","fare_octo_pwd","fare_octo_student","fare_single_adult","fare_single_child","fare_single_elderly"
"180","90",4.80,2.40,2.00,2.00,2.40,5.00,2.00,2.00
"180","100",4.80,2.40,2.00,2.00,2.40,5.00,2.00,2.00
"180","110",4.80,2.40,2.00,2.00,2.40,5.00,2.00,2.00
"180","120",4.80,2.40,2.00,2.00,2.40,5.00,2.00,2.00
"180","130",4.70,2.00,2.00,2.00,2.00,5.00,2.00,2.00
"180","140",4.70,2.00,2.00,2.00,2.00,5.00,2.00,2.00
"180","150",4.70,2.00,2.00,2.00,2.00,5.00,2.00,2.00
"180","160",4.60,2.00,2.00,2.00,2.00,5.00,2.00,2.00
"180","340",4.80,2.40,2.00,2.00,2.40,5.00,2.00,2.00
"180","350",4.80,2.40,2.00,2.00,2.40,5.00,2.00,2.00
"180","360",4.80,2.40,2.00,2.00,2.40,5.00,2.00,2.00
"180","370",4.80,2.40,2.00,2.00,2.40,5.00,2.00,2.00
"180","380",4.80,2.40,2.00,2.00,2.40,6.00,3.00,3.00
"180","390",5.50,2.70,2.00,2.00,2.70,6.00,3.00,3.00
"180","400",5.50,2.70,2.00,2.00,2.70,6.00,3.00,3.00
"180","425",5.50,2.70,2.00,2.00,2.70,6.00,3.00,3.00
"180","430",5.50,2.70,2.00,2.00,2.70,6.00,3.00,3.00
"180","435",5.50,2.70,2.00,2.00,2.70,6.00,3.00,3.00
"180","445",5.50,2.70,2.00,2.00,2.70,6.00,3.00,3.00
"180","448",5.50,2.70,2.00,2.00,2.70,6.00,3.00,3.00
"180","450",5.90,3.00,2.00,2.00,3.00,6.00,3.00,3.00
"180","455",5.90,3.00,2.00,2.00,3.00,6.00,3.00,3.00
"180","460",5.90,3.00,2.00,2.00,3.00,6.00,3.00,3.00
"180","490",5.90,3.00,2.00,2.00,3.00,6.00,3.00,3.00
"180","500",5.90,3.00,2.00,2.00,3.00,6.00,3.00,3.00
"180","468",5.90,3.00,2.00,2.00,3.00,7.00,3.50,3.50
"180","480",5.90,3.00,2.00,2.00,3.00,7.00,3.50,3.50
"180","510",5.90,3.00,2.00,2.00,3.00,7.00,3.50,3.50
"180","520",6.70,3.00,2.00,2.00,3.00,7.00,3.50,3.50
"180","530",6.70,3.00,2.00,2.00,3.00,7.00,3.50,3.50
"180","540",6.70,3.00,2.00,2.00,3.00,7.00,3.50,3.50
"180","550",6.70,3.00,2.00,2.00,3.00,7.00,3.50,3.50
"180","560",5.50,2.70,2.00,2.00,2.70,7.00,3.50,3.50
"180","570",5.90,3.00,2.00,2.00,3.00,7.00,3.50,3.50
"180","580",5.90,3.00,2.00,2.00,3.00,7.00,3.50,3.50
"180","590",5.90,3.00,2.00,2.00,3.00,7.00,3.50,3.50
"180","600",6.70,3.00,2.00,2.00,3.00,7.00,3.50,3.50
"190","1",4.80,2.40,2.00,2.00,2.40,5.00,2.00,2.00
"190","10",4.80,2.40,2.00,2.00,2.40,5.00,2.00,2.00
"190","15",4.80,2.40,2.00,2.00,2.40,5.00,2.00,2.00
"190","20",4.70,2.00,2.00,2.00,2.00,5.00,2.00,2.00
"190","30",4.70,2.00,2.00,2.00,2.00,5.00,2.00,2.00
"190","240",4.80,2.40,2.00,2.00,2.40,5.00,2.00,2.00
"190","250",4.80,2.40,2.00,2.00,2.40,5.00,2.00,2.00
"190","260",4.80,2.40,2.00,2.00,2.40,5.00,2.00,2.00
"190","265",4.70,2.00,2.00,2.00,2.00,5.00,2.00,2.00
"190","920",4.80,2.40,2.00,2.00,2.40,5.00,2.00,2.00
"190","40",4.70,2.00,2.00,2.00,2.00,5.00,2.00,2.00
"190","50",4.60,2.00,2.00,2.00,2.00,5.00,2.00,2.00
"190","60",4.60,2.00,2.00,2.00,2.00,5.00,2.00,2.00
"190","70",4.70,2.00,2.00,2.00,2.00,5.00,2.00,2.00
"190","75",4.70,2.00,2.00,2.00,2.00,5.00,2.00,2.00
"190","80",4.70,2.00,2.00,2.00,2.00,5.00,2.00,2.00
"190","170",4.60,2.00,2.00,2.00,2.00,5.00,2.00,2.00
"190","180",4.60,2.00,2.00,2.00,2.00,5.00,2.00,2.00
"190","190",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"190","200",4.60,2.00,2.00,2.00,2.00,5.00,2.00,2.00
"190","212",4.70,2.00,2.00,2.00,2.00,5.00,2.00,2.00
"190","220",4.70,2.00,2.00,2.00,2.00,5.00,2.00,2.00
"190","230",4.70,2.00,2.00,2.00,2.00,5.00,2.00,2.00
"190","270",4.70,2.00,2.00,2.00,2.00,5.00,2.00,2.00
"190","275",4.70,2.00,2.00,2.00,2.00,5.00,2.00,2.00
"190","280",4.70,2.00,2.00,2.00,2.00,5.00,2.00,2.00
"190","295",4.60,2.00,2.00,2.00,2.00,5.00,2.00,2.00
"190","300",4.70,2.00,2.00,2.00,2.00,5.00,2.00,2.00
"190","310",4.70,2.00,2.00,2.00,2.00,5.00,2.00,2.00
"190","320",4.70,2.00,2.00,2.00,2.00,5.00,2.00,2.00
"190","330",4.80,2.40,2.00,2.00,2.40,5.00,2.00,2.00
"190","90",4.80,2.40,2.00,2.00,2.40,5.00,2.00,2.00
"190","100",4.80,2.40,2.00,2.00,2.40,5.00,2.00,2.00
"190","110",4.80,2.40,2.00,2.00,2.40,5.00,2.00,2.00
"190","120",4.80,2.40,2.00,2.00,2.40,5.00,2.00,2.00
"190","130",4.80,2.40,2.00,2.00,2.40,5.00,2.00,2.00
"190","140",4.70,2.00,2.00,2.00,2.00,5.00,2.00,2.00
"190","150",4.70,2.00,2.00,2.00,2.00,5.00,2.00,2.00
"190","160",4.70,2.00,2.00,2.00,2.00,5.00,2.00,2.00
"190","340",4.80,2.40,2.00,2.00,2.40,5.00,2.00,2.00
"190","350",4.80,2.40,2.00,2.00,2.40,5.00,2.00,2.00
"190","360",4.80,2.40,2.00,2.00,2.40,5.00,2.00,2.00
"190","370",4.80,2.40,2.00,2.00,2.40,5.00,2.00,2.00
"190","380",4.80,2.40,2.00,2.00,2.40,6.00,3.00,3.00
"190","390",5.50,2.70,2.00,2.00,2.70,6.00,3.00,3.00
"190","400",5.50,2.70,2.00,2.00,2.70,6.00,3.00,3.00
"190","425",5.50,2.70,2.00,2.00,2.70,6.00,3.00,3.00
"190","430",5.50,2.70,2.00,2.00,2.70,6.00,3.00,3.00
"190","435",5.50,2.70,2.00,2.00,2.70,6.00,3.00,3.00
"190","445",5.50,2.70,2.00,2.00,2.70,6.00,3.00,3.00
"190","448",5.50,2.70,2.00,2.00,2.70,6.00,3.00,3.00
"190","450",5.90,3.00,2.00,2.00,3.00,6.00,3.00,3.00
"190","455",5.90,3.00,2.00,2.00,3.00,6.00,3.00,3.00
"190","460",5.90,3.00,2.00,2.00,3.00,6.00,3.00,3.00
"190","490",5.90,3.00,2.00,2.00,3.00,6.00,3.00,3.00
"190","500",5.90,3.00,2.00,2.00,3.00,6.00,3.00,3.00
"190","468",5.90,3.00,2.00,2.00,3.00,7.00,3.50,3.50
"190","480",5.90,3.00,2.00,2.00,3.00,7.00,3.50,3.50
"190","510",5.90,3.00,2.00,2.00,3.00,7.00,3.50,3.50
"190","520",6.70,3.00,2.00,2.00,3.00,7.00,3.50,3.50
"190","530",6.70,3.00,2.00,2.00,3.00,7.00,3.50,3.50
"190","540",6.70,3.00,2.00,2.00,3.00,7.00,3.50,3.50
"190","550",6.70,3.00,2.00,2.00,3.00,7.00,3.50,3.50
"190","560",5.50,2.70,2.00,2.00,2.70,7.00,3.50,3.50
"190","570",5.90,3.00,2.00,2.00,3.00,7.00,3.50,3.50
"190","580",5.90,3.00,2.00,2.00,3.00,7.00,3.50,3.50
"190","590",5.90,3.00,2.00,2.00,3.00,7.00,3.50,3.50
"190","600",6.70,3.00,2.00,2.00,3.00,7.00,3.50,3.50
"200","1",4.80,2.40,2.00,2.00,2.40,5.00,2.00,2.00
"200","10",4.80,2.40,2.00,2.00,2.40,5.00,2.00,2.00
"200","15",4.70,2.00,2.00,2.00,2.00,5.00,2.00,2.00
"200","20",4.70,2.00,2.00,2.00,2.00,5.00,2.00,2.00
"200","30",4.70,2.00,2.00,2.00,2.00,5.00,2.00,2.00
"200","240",4.80,2.40,2.00,2.00,2.40,5.00,2.00,2.00
"200","250",4.80,2.40,2.00,2.00,2.40,5.00,2.00,2.00
"200","260",4.80,2.40,2.00,2.00,2.40,5.00,2.00,2.00
"200","265",4.70,2.00,2.00,2.00,2.00,5.00,2.00,2.00
"200","920",4.80,2.40,2.00,2.00,2.40,5.00,2.00,2.00
"200","40",4.60,2.00,2.00,2.00,2.00,5.00,2.00,2.00
"200","50",4.60,2.00,2.00,2.00,2.00,5.00,2.00,2.00
"200","60",4.60,2.00,2.00,2.00,2.00,5.00,2.00,2.00
"200","70",4.70,2.00,2.00,2.00,2.00,5.00,2.00,2.00
"200","75",4.70,2.00,2.00,2.00,2.00,5.00,2.00,2.00
"200","80",4.70,2.00,2.00,2.00,2.00,5.00,2.00,2.00
"200","170",4.60,2.00,2.00,2.00,2.00,5.00,2.00,2.00
"200","180",4.60,2.00,2.00,2.00,2.00,5.00,2.00,2.00
"200","190",4.60,2.00,2.00,2.00,2.00,5.00,2.00,2.00
"200","200",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"200","212",4.60,2.00,2.00,2.00,2.00,5.00,2.00,2.00
"200","220",4.70,2.00,2.00,2.00,2.00,5.00,2.00,2.00
"200","230",4.70,2.00,2.00,2.00,2.00,5.00,2.00,2.00
"200","270",4.70,2.00,2.00,2.00,2.00,5.00,2.00,2.00
"200","275",4.70,2.00,2.00,2.00,2.00,5.00,2.00,2.00
"200","280",4.70,2.00,2.00,2.00,2.00,5.00,2.00,2.00
"200","295",4.60,2.00,2.00,2.00,2.00,5.00,2.00,2.00
"200","300",4.70,2.00,2.00,2.00,2.00,5.00,2.00,2.00
"200","310",4.70,2.00,2.00,2.00,2.00,5.00,2.00,2.00
"200","320",4.70,2.00,2.00,2.00,2.00,5.00,2.00,2.00
"200","330",4.80,2.40,2.00,2.00,2.40,5.00,2.00,2.00
"200","90",4.80,2.40,2.00,2.00,2.40,5.00,2.00,2.00
"200","100",4.80,2.40,2.00,2.00,2.40,5.00,2.00,2.00
"200","110",4.80,2.40,2.00,2.00,2.40,5.00,2.00,2.00
"200","120",4.80,2.40,2.00,2.00,2.40,5.00,2.00,2.00
"200","130",4.70,2.00,2.00,2.00,2.00,5.00,2.00,2.00
"200","140",4.70,2.00,2.00,2.00,2.00,5.00,2.00,2.00
"200","150",4.70,2.00,2.00,2.00,2.00,5.00,2.00,2.00
"200","160",4.60,2.00,2.00,2.00,2.00,5.00,2.00,2.00
"200","340",4.80,2.40,2.00,2.00,2.40,5.00,2.00,2.00
"200","350",4.80,2.40,2.00,2.00,2.40,5.00,2.00,2.00
"200","360",4.80,2.40,2.00,2.00,2.40,5.00,2.00,2.00
"200","370",4.80,2.40,2.00,2.00,2.40,5.00,2.00,2.00
"200","380",4.80,2.40,2.00,2.00,2.40,6.00,3.00,3.00
"200","390",5.50,2.70,2.00,2.00,2.70,6.00,3.00,3.00
"200","400",5.50,2.70,2.00,2.00,2.70,6.00,3.00,3.00
"200","425",5.50,2.70,2.00,2.00,2.70,6.00,3.00,3.00
"200","430",5.50,2.70,2.00,2.00,2.70,6.00,3.00,3.00
"200","435",5.50,2.70,2.00,2.00,2.70,6.00,3.00,3.00
"200","445",5.50,2.70,2.00,2.00,2.70,6.00,3.00,3.00
"200","448",5.50,2.70,2.00,2.00,2.70,6.00,3.00,3.00
"200","450",5.90,3.00,2.00,2.00,3.00,6.00,3.00,3.00
"200","455",5.90,3.00,2.00,2.00,3.00,6.00,3.00,3.00
"200","460",5.90,3.00,2.00,2.00,3.00,6.00,3.00,3.00
"200","490",5.90,3.00,2.00,2.00,3.00,6.00,3.00,3.00
"200","500",5.90,3.00,2.00,2.00,3.00,6.00,3.00,3.00
"200","468",5.90,3.00,2.00,2.00,3.00,7.00,3.50,3.50
"200","480",5.90,3.00,2.00,2.00,3.00,7.00,3.50,3.50
"200","510",5.90,3.00,2.00,2.00,3.00,7.00,3.50,3.50
"200","520",6.70,3.00,2.00,2.00,3.00,7.00,3.50,3.50
"200","530",6.70,3.00,2.00,2.00,3.00,7.00,3.50,3.50
"200","540",6.70,3.00,2.00,2.00,3.00,7.00,3.50,3.50
"200","550",6.70,3.00,2.00,2.00,3.00,7.00,3.50,3.50
"200","560",5.50,2.70,2.00,2.00,2.70,7.00,3.50,3.50
"200","570",5.90,3.00,2.00,2.00,3.00,7.00,3.50,3.50
"200","580",5.90,3.00,2.00,2.00,3.00,7.00,3.50,3.50
"200","590",5.90,3.00,2.00,2.00,3.00,7.00,3.50,3.50
"200","600",6.70,3.00,2.00,2.00,3.00,7.00,3.50,3.50
"212","1",4.80,2.40,2.00,2.00,2.40,5.00,2.00,2.00
"212","10",4.80,2.40,2.00,2.00,2.40,5.00,2.00,2.00
"212","15",4.80,2.40,2.00,2.00,2.40,5.00,2.00,2.00
"212","20",4.80,2.40,2.00,2.00,2.40,5.00,2.00,2.00
"212","30",4.70,2.00,2.00,2.00,2.00,5.00,2.00,2.00
"212","240",4.80,2.40,2.00,2.00,2.40,5.00,2.00,2.00
"212","250",4.80,2.40,2.00,2.00,2.40,5.00,2.00,2.00
"212","260",4.80,2.40,2.00,2.00,2.40,5.00,2.00,2.00
"212","265",4.80,2.40,2.00,2.00,2.40,5.00,2.00,2.00
"212","920",4.80,2.40,2.00,2.00,2.40,5.00,2.00,2.00
"212","40",4.70,2.00,2.00,2.00,2.00,5.00,2.00,2.00
"212","50",4.70,2.00,2.00,2.00,2.00,5.00,2.00,2.00
"212","60",4.70,2.00,2.00,2.00,2.00,5.00,2.00,2.00
"212","70",4.70,2.00,2.00,2.00,2.00,5.00,2.00,2.00
"212","75",4.70,2.00,2.00,2.00,2.00,5.00,2.00,2.00
"212","80",4.70,2.00,2.00,2.00,2.00,5.00,2.00,2.00
"212","170",4.60,2.00,2.00,2.00,2.00,5.00,2.00,2.00
"212","180",4.60,2.00,2.00,2.00,2.00,5.00,2.00,2.00
"212","190",4.70,2.00,2.00,2.00,2.00,5.00,2.00,2.00
"212","200",4.60,2.00,2.00,2.00,2.00,5.00,2.00,2.00
"212","212",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"212","220",4.60,2.00,2.00,2.00,2.00,5.00,2.00,2.00
"212","230",4.60,2.00,2.00,2.00,2.00,5.00,2.00,2.00
"212","270",4.80,2.40,2.00,2.00,2.40,5.00,2.00,2.00
"212","275",4.80,2.40,2.00,2.00,2.40,5.00,2.00,2.00
"212","280",4.70,2.00,2.00,2.00,2.00,5.00,2.00,2.00
"212","295",4.70,2.00,2.00,2.00,2.00,5.00,2.00,2.00
"212","300",4.70,2.00,2.00,2.00,2.00,5.00,2.00,2.00
"212","310",4.80,2.40,2.00,2.00,2.40,5.00,2.00,2.00
"212","320",4.80,2.40,2.00,2.00,2.40,5.00,2.00,2.00
"212","330",4.80,2.40,2.00,2.00,2.40,5.00,2.00,2.00
"212","90",4.70,2.00,2.00,2.00,2.00,5.00,2.00,2.00
"212","100",4.70,2.00,2.00,2.00,2.00,5.00,2.00,2.00
"212","110",4.80,2.40,2.00,2.00,2.40,5.00,2.00,2.00
"212","120",4.70,2.00,2.00,2.00,2.00,5.00,2.00,2.00
"212","130",4.70,2.00,2.00,2.00,2.00,5.00,2.00,2.00
"212","140",4.70,2.00,2.00,2.00,2.00,5.00,2.00,2.00
"212","150",4.60,2.00,2.00,2.00,2.00,5.00,2.00,2.00
"212","160",4.60,2.00,2.00,2.00,2.00,5.00,2.00,2.00
"212","340",4.80,2.40,2.00,2.00,2.40,5.00,2.00,2.00
"212","350",4.80,2.40,2.00,2.00,2.40,5.00,2.00,2.00
"212","360",4.80,2.40,2.00,2.00,2.40,5.00,2.00,2.00
"212","370",4.80,2.40,2.00,2.00,2.40,5.00,2.00,2.00
"212","380",4.80,2.40,2.00,2.00,2.40,6.00,3.00,3.00
"212","390",4.80,2.40,2.00,2.00,2.40,6.00,3.00,3.00
"212","400",4.80,2.40,2.00,2.00,2.40,6.00,3.00,3.00
"212","425",4.80,2.40,2.00,2.00,2.40,6.00,3.00,3.00
"212","430",4.80,2.40,2.00,2.00,2.40,6.00,3.00,3.00
"212","435",5.50,2.70,2.00,2.00,2.70,6.00,3.00,3.00
"212","445",4.80,2.40,2.00,2.00,2.40,6.00,3.00,3.00
"212","448",5.50,2.70,2.00,2.00,2.70,6.00,3.00,3.00
"212","450",5.50,2.70,2.00,2.00,2.70,6.00,3.00,3.00
"212","455",5.50,2.70,2.00,2.00,2.70,6.00,3.00,3.00
"212","460",5.50,2.70,2.00,2.00,2.70,6.00,3.00,3.00
"212","490",5.50,2.70,2.00,2.00,2.70,6.00,3.00,3.00
"212","500",5.90,3.00,2.00,2.00,3.00,6.00,3.00,3.00
"212","468",5.50,2.70,2.00,2.00,2.70,7.00,3.50,3.50
"212","480",5.90,3.00,2.00,2.00,3.00,7.00,3.50,3.50
"212","510",5.90,3.00,2.00,2.00,3.00,7.00,3.50,3.50
"212","520",5.90,3.00,2.00,2.00,3.00,7.00,3.50,3.50
"212","530",5.90,3.00,2.00,2.00,3.00,7.00,3.50,3.50
"212","540",5.90,3.00,2.00,2.00,3.00,7.00,3.50,3.50
"212","550",5.90,3.00,2.00,2.00,3.00,7.00,3.50,3.50
"212","560",5.50,2.70,2.00,2.00,2.70,7.00,3.50,3.50
"212","570",5.50,2.70,2.00,2.00,2.70,7.00,3.50,3.50
"212","580",5.50,2.70,2.00,2.00,2.70,7.00,3.50,3.50
"212","590",5.90,3.00,2.00,2.00,3.00,7.00,3.50,3.50
"212","600",5.90,3.00,2.00,2.00,3.00,7.00,3.50,3.50
"220","1",4.80,2.40,2.00,2.00,2.40,5.00,2.00,2.00
"220","10",4.80,2.40,2.00,2.00,2.40,5.00,2.00,2.00
"220","15",4.80,2.40,2.00,2.00,2.40,5.00,2.00,2.00
"220","20",4.80,2.40,2.00,2.00,2.40,5.00,2.00,2.00
"220","30",4.80,2.40,2.00,2.00,2.40,5.00,2.00,2.00
"220","240",4.80,2.40,2.00,2.00,2.40,5.00,2.00,2.00
"220","250",4.80,2.40,2.00,2.00,2.40,5.00,2.00,2.00
"220","260",4.80,2.40,2.00,2.00,2.40,5.00,2.00,2.00
"220","265",4.80,2.40,2.00,2.00,2.40,5.00,2.00,2.00
"220","920",4.80,2.40,2.00,2.00,2.40,5.00,2.00,2.00
"220","40",4.70,2.00,2.00,2.00,2.00,5.00,2.00,2.00
"220","50",4.70,2.00,2.00,2.00,2.00,5.00,2.00,2.00
"220","60",4.70,2.00,2.00,2.00,2.00,5.00,2.00,2.00
"220","70",4.70,2.00,2.00,2.00,2.00,5.00,2.00,2.00
"220","75",4.60,2.00,2.00,2.00,2.00,5.00,2.00,2.00
"220","80",4.60,2.00,2.00,2.00,2.00,5.00,2.00,2.00
"220","170",4.60,2.00,2.00,2.00,2.00,5.00,2.00,2.00
"220","180",4.70,2.00,2.00,2.00,2.00,5.00,2.00,2.00
"220","190",4.70,2.00,2.00,2.00,2.00,5.00,2.00,2.00
"220","200",4.70,2.00,2.00,2.00,2.00,5.00,2.00,2.00
"220","212",4.60,2.00,2.00,2.00,2.00,5.00,2.00,2.00
"220","220",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"220","230",4.60,2.00,2.00,2.00,2.00,5.00,2.00,2.00
"220","270",4.80,2.40,2.00,2.00,2.40,5.00,2.00,2.00
"220","275",4.80,2.40,2.00,2.00,2.40,5.00,2.00,2.00
"220","280",4.70,2.00,2.00,2.00,2.00,5.00,2.00,2.00
"220","295",4.70,2.00,2.00,2.00,2.00,5.00,2.00,2.00
"220","300",4.70,2.00,2.00,2.00,2.00,5.00,2.00,2.00
"220","310",4.80,2.40,2.00,2.00,2.40,5.00,2.00,2.00
"220","320",4.80,2.40,2.00,2.00,2.40,5.00,2.00,2.00
"220","330",4.80,2.40,2.00,2.00,2.40,5.00,2.00,2.00
"220","90",4.70,2.00,2.00,2.00,2.00,5.00,2.00,2.00
"220","100",4.70,2.00,2.00,2.00,2.00,5.00,2.00,2.00
"220","110",4.70,2.00,2.00,2.00,2.00,5.00,2.00,2.00
"220","120",4.70,2.00,2.00,2.00,2.00,5.00,2.00,2.00
"220","130",4.70,2.00,2.00,2.00,2.00,5.00,2.00,2.00
"220","140",4.70,2.00,2.00,2.00,2.00,5.00,2.00,2.00
"220","150",4.70,2.00,2.00,2.00,2.00,5.00,2.00,2.00
"220","160",4.60,2.00,2.00,2.00,2.00,5.00,2.00,2.00
"220","340",4.70,2.00,2.00,2.00,2.00,5.00,2.00,2.00
"220","350",4.70,2.00,2.00,2.00,2.00,5.00,2.00,2.00
"220","360",4.80,2.40,2.00,2.00,2.40,5.00,2.00,2.00
"220","370",4.80,2.40,2.00,2.00,2.40,5.00,2.00,2.00
"220","380",4.80,2.40,2.00,2.00,2.40,6.00,3.00,3.00
"220","390",4.80,2.40,2.00,2.00,2.40,6.00,3.00,3.00
"220","400",4.80,2.40,2.00,2.00,2.40,6.00,3.00,3.00
"220","425",4.80,2.40,2.00,2.00,2.40,6.00,3.00,3.00
"220","430",4.80,2.40,2.00,2.00,2.40,6.00,3.00,3.00
"220","435",4.80,2.40,2.00,2.00,2.40,6.00,3.00,3.00
"220","445",4.80,2.40,2.00,2.00,2.40,6.00,3.00,3.00
"220","448",4.80,2.40,2.00,2.00,2.40,6.00,3.00,3.00
"220","450",5.50,2.70,2.00,2.00,2.70,6.00,3.00,3.00
"220","455",5.50,2.70,2.00,2.00,2.70,6.00,3.00,3.00
"220","460",5.50,2.70,2.00,2.00,2.70,6.00,3.00,3.00
"220","490",5.50,2.70,2.00,2.00,2.70,6.00,3.00,3.00
"220","500",5.50,2.70,2.00,2.00,2.70,6.00,3.00,3.00
"220","468",5.50,2.70,2.00,2.00,2.70,7.00,3.50,3.50
"220","480",5.50,2.70,2.00,2.00,2.70,7.00,3.50,3.50
"220","510",5.50,2.70,2.00,2.00,2.70,7.00,3.50,3.50
"220","520",5.90,3.00,2.00,2.00,3.00,7.00,3.50,3.50
"220","530",5.90,3.00,2.00,2.00,3.00,7.00,3.50,3.50
"220","540",5.90,3.00,2.00,2.00,3.00,7.00,3.50,3.50
"220","550",5.90,3.00,2.00,2.00,3.00,7.00,3.50,3.50
"220","560",4.80,2.40,2.00,2.00,2.40,7.00,3.50,3.50
"220","570",5.50,2.70,2.00,2.00,2.70,7.00,3.50,3.50
"220","580",5.50,2.70,2.00,2.00,2.70,7.00,3.50,3.50
"220","590",5.50,2.70,2.00,2.00,2.70,7.00,3.50,3.50
"220","600",5.90,3.00,2.00,2.00,3.00,7.00,3.50,3.50
"230","1",4.80,2.40,2.00,2.00,2.40,5.00,2.00,2.00
"230","10",4.80,2.40,2.00,2.00,2.40,5.00,2.00,2.00
"230","15",4.80,2.40,2.00,2.00,2.40,5.00,2.00,2.00
"230","20",4.80,2.40,2.00,2.00,2.40,5.00,2.00,2.00
"230","30",4.80,2.40,2.00,2.00,2.40,5.00,2.00,2.00
"230","240",4.80,2.40,2.00,2.00,2.40,5.00,2.00,2.00
"230","250",4.80,2.40,2.00,2.00,2.40,5.00,2.00,2.00
"230","260",4.80,2.40,2.00,2.00,2.40,5.00,2.00,2.00
"230","265",4.80,2.40,2.00,2.00,2.40,5.00,2.00,2.00
"230","920",4.80,2.40,2.00,2.00,2.40,5.00,2.00,2.00
"230","40",4.80,2.40,2.00,2.00,2.40,5.00,2.00,2.00
"230","50",4.70,2.00,2.00,2.00,2.00,5.00,2.00,2.00
"230","60",4.70,2.00,2.00,2.00,2.00,5.00,2.00,2.00
"230","70",4.60,2.00,2.00,2.00,2.00,5.00,2.00,2.00
"230","75",4.60,2.00,2.00,2.00,2.00,5.00,2.00,2.00
"230","80",4.60,2.00,2.00,2.00,2.00,5.00,2.00,2.00
"230","170",4.70,2.00,2.00,2.00,2.00,5.00,2.00,2.00
"230","180",4.70,2.00,2.00,2.00,2.00,5.00,2.00,2.00
"230","190",4.70,2.00,2.00,2.00,2.00,5.00,2.00,2.00
"230","200",4.70,2.00,2.00,2.00,2.00,5.00,2.00,2.00
"230","212",4.60,2.00,2.00,2.00,2.00,5.00,2.00,2.00
"230","220",4.60,2.00,2.00,2.00,2.00,5.00,2.00,2.00
"230","230",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"230","270",4.70,2.00,2.00,2.00,2.00,5.00,2.00,2.00
"230","275",4.70,2.00,2.00,2.00,2.00,5.00,2.00,2.00
"230","280",4.70,2.00,2.00,2.00,2.00,5.00,2.00,2.00
"230","295",4.70,2.00,2.00,2.00,2.00,5.00,2.00,2.00
"230","300",4.70,2.00,2.00,2.00,2.00,5.00,2.00,2.00
"230","310",4.70,2.00,2.00,2.00,2.00,5.00,2.00,2.00
"230","320",4.80,2.40,2.00,2.00,2.40,5.00,2.00,2.00
"230","330",4.70,2.00,2.00,2.00,2.00,5.00,2.00,2.00
"230","90",4.60,2.00,2.00,2.00,2.00,5.00,2.00,2.00
"230","100",4.70,2.00,2.00,2.00,2.00,5.00,2.00,2.00
"230","110",4.70,2.00,2.00,2.00,2.00,5.00,2.00,2.00
"230","120",4.70,2.00,2.00,2.00,2.00,5.00,2.00,2.00
"230","130",4.70,2.00,2.00,2.00,2.00,5.00,2.00,2.00
"230","140",4.70,2.00,2.00,2.00,2.00,5.00,2.00,2.00
"230","150",4.70,2.00,2.00,2.00,2.00,5.00,2.00,2.00
"230","160",4.70,2.00,2.00,2.00,2.00,5.00,2.00,2.00
"230","340",4.70,2.00,2.00,2.00,2.00,5.00,2.00,2.00
"230","350",4.70,2.00,2.00,2.00,2.00,5.00,2.00,2.00
"230","360",4.70,2.00,2.00,2.00,2.00,5.00,2.00,2.00
"230","370",4.80,2.40,2.00,2.00,2.40,5.00,2.00,2.00
"230","380",4.80,2.40,2.00,2.00,2.40,6.00,3.00,3.00
"230","390",4.80,2.40,2.00,2.00,2.40,6.00,3.00,3.00
"230","400",4.80,2.40,2.00,2.00,2.40,6.00,3.00,3.00
"230","425",4.80,2.40,2.00,2.00,2.40,6.00,3.00,3.00
"230","430",4.80,2.40,2.00,2.00,2.40,6.00,3.00,3.00
"230","435",4.80,2.40,2.00,2.00,2.40,6.00,3.00,3.00
"230","445",4.80,2.40,2.00,2.00,2.40,6.00,3.00,3.00
"230","448",4.80,2.40,2.00,2.00,2.40,6.00,3.00,3.00
"230","450",4.80,2.40,2.00,2.00,2.40,6.00,3.00,3.00
"230","455",5.50,2.70,2.00,2.00,2.70,6.00,3.00,3.00
"230","460",4.80,2.40,2.00,2.00,2.40,6.00,3.00,3.00
"230","490",5.50,2.70,2.00,2.00,2.70,6.00,3.00,3.00
"230","500",5.50,2.70,2.00,2.00,2.70,6.00,3.00,3.00
"230","468",5.50,2.70,2.00,2.00,2.70,7.00,3.50,3.50
"230","480",5.50,2.70,2.00,2.00,2.70,7.00,3.50,3.50
"230","510",5.50,2.70,2.00,2.00,2.70,7.00,3.50,3.50
"230","520",5.50,2.70,2.00,2.00,2.70,7.00,3.50,3.50
"230","530",5.90,3.00,2.00,2.00,3.00,7.00,3.50,3.50
"230","540",5.90,3.00,2.00,2.00,3.00,7.00,3.50,3.50
"230","550",5.50,2.70,2.00,2.00,2.70,7.00,3.50,3.50
"230","560",4.80,2.40,2.00,2.00,2.40,7.00,3.50,3.50
"230","570",4.80,2.40,2.00,2.00,2.40,7.00,3.50,3.50
"230","580",5.50,2.70,2.00,2.00,2.70,7.00,3.50,3.50
"230","590",5.50,2.70,2.00,2.00,2.70,7.00,3.50,3.50
